,id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,cast,director,director_of_photography,writers,producers,music_composer
16857,27801,The Map of Sex and Love,5.0,3,Released,2001-04-08,,140.0,,tt0279351,cn,情色地圖,"Young Chinese-American filmmaker Wei-ming travels from New York to his childhood home on Lamma Island to make a video documentary about the imminent opening of a Disneyland theme park in Hong Kong. While doing research for the project, he meets Larry, a dancer/choreographer.",1.249,,Drama,,Hong Kong,广州话 / 廣州話,Lindsay Chan Ling-Chi,Evans Chan,,,,
16876,27820,Apariencias,7.846,13,Released,2000-07-01,,94.0,,tt0254110,es,Apariencias,"Carmelo, who is 30-years old and extremely shy, finds it difficult to reveal his innermost feelings to Verónica, his co-worker. Carmelo's world collapses when he finds out that she intends to get married soon. Accidentally, she spots him demonstrating in a gay rally where he becomes a leader of that cause. Of course, Verónica assumes that Carmelo is gay, and he takes adv antage of this misunderstanding.",1.797,,"Drama, Comedy, Romance","Naya Films S.A., Patagonik, Pol-Ka Producciones",Argentina,Español,"Jorge Rivera López, Fabián Mazzei, Rolo Puente, Gabo Correa, Diego Pérez, Natalia Lobo, Osvaldo Guidi, Sebastián Pajoni, Ricardo Díaz Mourelle, Andrea Del Boca, Adrián Suar, Fernando Siro, Lidia Catalano, Rita Cortese, Favio Posca, Lucrecia Capello",Alberto Lecchi,,"Gustavo Belatti, Adrián Suar, Mario Segade",,
16889,27834,CQ,5.9,60,Released,2001-05-12,499891.0,88.0,7000000.0,tt0254199,en,CQ,"A young filmmaker in 1960s Paris juggles directing a cheesy sci-fi debacle, directing his own personal art film, coping with his crumbling relationship with his girlfriend, and a new-found infatuation with the sci-fi film's starlet.",7.464,Every picture tells a story.,"Comedy, Drama","American Zoetrope, VCL Communications, Delux Productions, Film Fund Luxembourg, United Artists","France, Italy, Luxembourg, United States of America","English, Français","Jean-François Wolff, Gintare Parulyte, Diana Gartner, Dean Tavoularis, Barbara Sarafian, Gilles Soeder, Élodie Bouchez, Angela Lindvall, Jean-Claude Schlim, Magali Dahan, Nathalie Brocker, Andrea Cormaci, Rosa Pianeta, Ann Maes, Caroline Colombini, Giancarlo Giannini, Caroline Lies, Christophe Chrompin, Nicolas Saada, Massimo Ghini, Emidio La Vella, Corinne Terenzi, Silvio Muccino, Sascha Ley, Natalia Vodianova, Eric Connor, Franck Sasonoff, Federica Citarella, Wanda Perdelwitz, Jean-Paul Scarpitta, Romain Duris, Mark Thompson-Ashworth, Leslie Woodhall, Pieter Riemens, Mathieu Tonetti, John Phillip Law, Remi Fourquin, Dean Stockwell, Julian Nest, Jeremy Davies, Stéphanie Gesnel, Shawn Mortensen, Chris Bearne, Bernard Verley, Billy Zane, Gérard Depardieu, L.M. Kit Carson, Jacques Deglas, Jean-Baptiste Kremer, Chris Anthony, Sofia Coppola, Greta Seacat, Jason Schwartzman, Stoyanka Tanya Gospodinova, Massimo Schina, Frédéric de Brabant",Roman Coppola,Robert D. Yeoman,Roman Coppola,"Willi Bär, Georgia Kacandes, Francis Ford Coppola, Gary Marcus","Pierre Begon-Lours, Stéphane Luginbühl, Ed Goldfarb, Patrick Woodcock"
16911,27859,Rated X,5.676,54,Released,2000-01-25,,115.0,,tt0201776,en,Rated X,"Based on the true story of Jim and Artie Mitchell, two brothers who entered the porn industry in the early 60's. After creating such legendary porn films as """"Behind the Green Door"""" and """"Inside Marily Chambers"""", they later became addicted to drugs and began a downward spiral leading to bankruptcy and murder.",3.882,The true story of the Mitchell Brothers: America's original porn kings.,Drama,District,United States of America,English,"Taylor Estevez, Tommy Earlls, Rodger Barton, Geoffrey Blake, Loretta Jafelice, Brad Hopkins, Janet Sheen, Nicole Foster, Caterina Scorsone, John Andersen, Bruce Vavrina, Reg Dreger, Asa Perlman, Ray Kahnert, Robert Buck, Kim Poirier, Tracy Hutson, Sheri Nadel, Hayley Lochner, Brian Paul, Charlie Sheen, Danielle Brett, Eric Cabral, Sadie LeBlanc, Joanne Boland, Theresa Runstedler, Tim MacMenamin, Rafer Weigel, Earl Williams, Terry O'Quinn, Craig Ryan, Robyn Foster, Steve Pernie, Luca Perlman, Jef Mallory, Elva Mai Hoover, Dylan McFadyen, Steve Jackson, Nicole Crozier, Deborah Grover, Derek Aasland, Carolyn Goff, Nicole de Boer, Megan Ward, Royce Hercules, Janessa Crimi, Emilio Estevez, Robert Clark, James Cloke, Peter Bogdanovich, Lawrence Dane, Ezra Perlman, Kevin Kelly, Nigel Hamer, Anton Tyukodi, Karen Holness",Emilio Estevez,Paul Sarossy,"Norman Snider, Anne Meredith, David Hollander","Richard Berg, Allan Marcil",
16920,27869,405,6.25,16,Released,2000-06-05,,3.0,,tt0259165,en,405,"A section of a highway is blocked off so that a plane can make an emergency landing on it. However, there are two people still driving on the highway: a man in an SUV and an old lady in a Lincoln.",1.232,,"Thriller, Action, Comedy",,United States of America,English,,"Jeremy Hunt, Bruce Branit",,,,
16927,27879,Zombie Bloodbath 3: Zombie Armageddon,6.3,3,Released,2000-01-01,,90.0,,tt0197116,en,Zombie Bloodbath 3: Zombie Armageddon,"A bunch of zombies that are used by the government to fight in a major war in the near future get launched into space. The space shuttle gets caught in a time warp and returns to Earth in the present day. Naturally, the zombies get loose and terrorize a motley assortment of folks who are trapped inside a high school.",1.054,,Horror,,,English,"Jolene Durrill, Ari Bavel, Blake Washer, Curtis Spencer, Abe Dyer, Antwoine Steele, Jeff Dylan Graham, Brenna O'Brien, Jen Davis, Byron Nichodemus, Rico Love, Jennifer Geigle",Todd Sheets,,,,
16952,27915,Rafters,6.571,14,Released,2002-04-12,62153.0,120.0,,tt0321376,es,Balseros,"The story of Cuban refugees who risked their lives in homemade rafts to reach the United States, and what life is like for those who succeed.",1.4,,Documentary,,Spain,Español,"Bill Clinton, Maria Celeste Arraras, Fidel Castro, Guillermo Armas","Josep Maria Domènech, Carles Bosch",,"Carles Bosch, David Trueba",,
16966,27929,Fortune,5.2,5,Released,2000-02-26,,85.0,,tt0260910,ru,Fortuna,"Old skipper travels with his old ship called """"Fortune"""" on the Russian river.",1.384,,"Comedy, Romance","Etalon-Film, KinoMost",Russia,Pусский,"A. Kabatin, Aleksey Petrenko, Alyona Verkholantseva, Olga Volkova, L. Afonina, Aleksei Kravchenko, Sergey Batalov, V. Ustinov, Vladimir Ilin, Benjamin Benimana, Vasili Sokolov, Vl. Vagurovskiy, Yuri Rost, Yu. Bibina, Vakhtang Kikabidze, Andrey Lukyanov, Varvara Nazarova, Mikhail Efimov, Marina Levtova, Ulyana Lapteva, Aleksandr Mokhov, Sergey Shvydkoy, A. Krekovets, A. Shesterikov, Oksana Golubeva, A. Gusev, Georgiy Daneliya, Sergey Nevidin, Fedor Kujbida, Z. Osokina, Fam Van Chik, Evdokiya Vishnyakova, S. Martyanov, Darya Moroz, Lidiya Morozkina, Viktor Shishov, Aleksey Verkholantsev, Aleksey Kuzmin, Svetlana Rumyantseva",Georgiy Daneliya,Gennady Karyuk,"Aleksei Timm, Georgiy Daneliya","Erik Waisberg, Vladimir Dostal",
16999,27967,Mockingbird Don't Sing,6.607,29,Released,2001-05-04,,98.0,,tt0273822,en,Mockingbird Don't Sing,The tragic true story of one of the worst cases of child abuse ever documented (in which a girl was locked in a room without social contact for nearly thirteen years) and what happened when she was finally rescued.,4.338,She was little more than a wild animal. And only one woman had the gift to heal her.,Drama,Dorian Films,United States of America,English,"Kim Darby, Rachel Grate, Biff Wiff, Ben Messmer, Melissa Errico, Timi Prulhiere, Ed Brigadier, Daryl Haney, Laurie O'Brien, Tarra Steele, Luise Heath, Sara Van Horn, Michael Lerner, Jack Betts, Sean Young, Billy Maddox, Joe Regalbuto, Lora Anne Criswell, Con Schell, Michael Azria, B.J. Ward, Sharon Madden",Harry Bromley Davenport,,Daryl Haney,Harry Bromley Davenport,
17027,28002,Lazarus Lives,10.0,1,Released,2000-06-01,,,,tt0956174,en,Lazarus Lives,Mortals’ greatest fear is the fear of death. Lazarus Lives gives assurance that Jesus has all power over death. Jesus mourns Lazarus’ death and His friends witness the deep love He has for His friends. Martha and Mary’s tears of sorrow change to joy when their brother Lazarus’ life is restored and they understand the Savior’s promise of eternal life to all who believe in Jesus.,1.851,,"Animation, Family","Rich Animation Studios, NEST Family Entertainment, Animated Bible Stories",United States of America,English,"Karen Kondazian, Ann Marie Lee, Andrew Craig, Elizabeth Daily, Glen Vernon, Noel Evangelisti, Mary Louise Gemmill, Marla Cotovsky, Ivan Crosland, Cameron Dye, Mark Slama, Michael Altobello, John A. Nicolaysen",Richard Rich,,Brian Nissen,"Jared F. Brown, Richard Rich, Seldon O. Young",
17029,28004,Tyler Perry's Madea's Family Reunion - The Play,6.6,78,Released,2002-01-25,,134.0,,tt0359639,en,Tyler Perry's Madea's Family Reunion - The Play,"The fireworks begin when Madea’s family gathers for her granddaughter’s wedding. As usual, Madea rules the roost, as she and her neighbor, the wacky Mr. Brown, deliver nonstop laughs. Live, love, rejoice...it’s Madea’s Family Reunion!",13.301,,"Comedy, Drama","Lionsgate, My.Te.Pe. Productions, Tyler Perry Studios",United States of America,English,"Terrell Phillips, Pebbles Johnson, Quan Howell, Zakiya Williams, D'atra Hicks, Sonya Evans, Regina McCrary, Tamela Mann, Tyler Perry, Kim Easterling, Gary Jenkins, David Mann, Mike Storm, James Tittle IV","Tyler Perry, Elvin Ross",,Tyler Perry,,
17046,28031,If These Walls Could Talk 2,6.7,93,Released,2000-03-05,,96.0,,tt0206036,en,If These Walls Could Talk 2,"The stories of three lesbian couples -- who live in the same house at different periods of time -- who are at a crossroads in their lives. In 1961, Edith loses her lover, Abby, to a stroke. Linda and Amy struggle with feminist issues in 1972. And, in 2000, Kal and Fran try to have a baby with the help of sperm donor.",13.89,Women love women.,"Romance, Drama","Team Todd, HBO Films",United States of America,English,"Marley McClean, Amy Carlson, Steffani Brass, Natasha Lyonne, Michelle Williams, Mitchell Anderson, Lee Garlington, C.J. Bates, Nia Long, Lucinda Jenney, Lisa Welti, Paul Giamatti, Vanessa Redgrave, Jenny O'Hara, Donald Elson, Chloë Sevigny, Heather McComb, Elizabeth Perkins, Ellen DeGeneres, Jill Brennan, Rashida Jones, Sharon Stone, Kathy Najimy, Marian Seldes, Susan Mosher, George Newbern, Kirk Trutner, Regina King","Anne Heche, Martha Coolidge, Jane Anderson","Paul Elliott, Robbie Greenberg, Peter Deming","Anne Heche, Sylvia Sichel, Alex Sichel, Jane Anderson","Mary Kane, Jennifer Todd, Suzanne Todd",Basil Poledouris
17079,28065,Mario Bava: Maestro of the Macabre,5.9,7,Released,2000-10-01,,60.0,,tt0301605,en,Mario Bava: Maestro of the Macabre,"Director Garry S. Grant’s insightful documentary celebrates the work and legacy of auteur filmmaker Mario Bava, the grand master of Italian horror and the man known by many as “the Italian Hitchcock.”",1.545,,Documentary,,United States of America,English,"Mario Bava, John Phillip Law, Joe Dante, Ib Melchior, John Saxon, Lamberto Bava, John Carpenter, Daria Nicolodi, Samuel Z. Arkoff, Tim Burton",Garry S. Grant,,,,
17082,28069,A Charlie Brown Valentine,6.2,45,Released,2002-02-14,,25.0,,tt0283987,en,A Charlie Brown Valentine,"Lovesick Charlie Brown hopes – still – to get a valentine from the Little Red-Haired Girl, as does Sally from Linus, Lucy from Schroeder and Peppermint Patty from Charlie Brown.",12.186,,"Family, Animation, Romance, TV Movie","Lee Mendelson Film Productions, Bill Melendez Productions",United States of America,"Italiano, English","Bill Melendez, Christopher Johnson, Lauren Schaffel, Nicolette Little, Wesley Singerman, Corey Padnos, Jessica D. Stone, Emily Lalande",Bill Melendez,,,,
17107,28099,Bruce Springsteen & the E Street Band - Live in Barcelona,7.4,8,Released,2002-10-16,,162.0,,tt0381071,en,Bruce Springsteen & the E Street Band: Live in Barcelona,"On October 16, 2002, two months into his world tour in support of The Rising, Bruce Springsteen & the E Street Band took the stage of the Palau Sant Jordi in Barcelona, Spain, to create the kind of soul-stirring concert experience that transforms Springsteen neophytes and fans alike into true believers.",5.714,,Music,"MTV Europe, Columbia Music Video",Spain,English,"Patti Scialfa, Steven Van Zandt, Clarence Clemons, Bruce Springsteen, Danny Federici, Max Weinberg, Garry Tallent, Nils Lofgren, Soozie Tyrell, Roy Bittan",Chris Hillson,,,"Barbara Carr, Jon Landau, Thom Zimny",
17119,28113,The Frightening,5.235,17,Released,2002-04-01,,85.0,,tt0299905,en,The Frightening,"Eighteen year-old Corey Peterson and his mother move to a small town due to a trauma in their past. On Corey's first day at Hallows End High School, he's approached by Mason, also new in town, who tells him about the death of his friend at the school and advises Corey to stay away from the wrestler Perry and his gang. When two other students vanish, Corey decides to talk to Principal Rizcheck, who pays no attention to him. Corey and Mason investigate the secret about the school and expose the dark truth about Hallows End and the missing students.",1.905,If you don't fit in... you're dead!,Horror,"Rapid Heart Pictures, City Heat Productions",United States of America,English,"Tanya Dempsey, Elizabeth Bruderman, Kyle Lupo, Greg Lyczkowski, Brinke Stevens, Matthew Twining, Derek Phipps, James E. Foley, Robert Donavan, Keary Ann Bixby, Dan Carlson, Kara Schaaf, Jack Carlisle, Scott McCann, Charity Rahmer, Mark Ian Miller",David DeCoteau,,Matthew Jason Walsh,David DeCoteau,
17173,28171,Kandahar,6.2,78,Released,2001-05-11,,85.0,,tt0283431,en,Safar e Ghandehar,"After an Afghanistan-born woman who lives in Canada receives a letter from her suicidal sister, she takes a perilous journey through Afghanistan to try to find her.",7.593,,Drama,"Bac Films, StudioCanal, Makhmalbaf Film House Productions","Iran, France","English, پښتو, فارسی, Polski","Noam Morgensztern, Safdar Shodjai, Sadou Teymouri, Ike Ogut, Monica Hankievich, Nelofer Pazira, Zahra Shafahi, Hassan Tantai, Hoyatala Hakimi, Mollazaher Teymouri",Mohsen Makhmalbaf,"Ebrahim Ghafori, Hossein Amiri, Hashem Gerami",Mohsen Makhmalbaf,"Mohsen Makhmalbaf, Abbas Sagharisaz",
17201,28204,Stones,6.3,19,Released,2002-02-08,,135.0,500000.0,tt0310001,es,Piedras,The stones of the title are the dreams and burdens carried by these five women with interlinked lives. This story of decision and transformation was nominated for the Golden Bear at the Berlin Film Festival.,1.566,,Drama,,Spain,Español,"Lola Dueñas, Daniele Liotti, Vicky Peña, Santiago Crespo, Andrés Gertrúdix, Enrique Alcides, Nacho Duato, María Casal, Ramón Salazar, Antonia San Juan, Ángela Molina, Pablo Puyol, Rodolfo De Souza, Geli Albaladejo, Simón Andreu, Mónica Cervera, Najwa Nimri",Ramón Salazar,David Carretero,Ramón Salazar,Francisco Ramos,Pascal Gaigne
17286,28308,The Body,5.419,185,Released,2001-04-13,,109.0,,tt0201485,en,The Body,"An ancient skeleton has been discovered in Jerusalem in a rich man's tomb. Colouration of the wrist and leg bones indicates the cause of death was crucifiction. other signs, include a gold coin bearing the marks of Pontius Pilate and faint markings around the skull, lead authorities to suspect that these could be the bones of Jesus Christ. Politicians, clerics, religious extremists and those using terror as a means to an end, find their beliefs and identities tested while risking their lives to unearth the truth.....",11.812,"It would change history and destroy the belief of millions,,,","Drama, Mystery, Romance, Thriller","Helkon Media, Avalanche Films, Compass Productions, Diamant Cohen Productions","United States of America, Israel, Germany","العربية, עִבְרִית, English","Jordan Licht, Makram J. Khoury, Antonio Banderas, Yoav Dekelbaum, Limor Goldstein, Jason Flemyng, Mohammad Bakri, Sami Samir, John Wood, Olivia Williams, Lillian Lux, John Shrapnel, Derek Jacobi, Vernon Dobtcheff, Ian McNeice",Jonas McCord,Vilmos Zsigmond,"Jonas McCord, Richard Sapir","Rudy Cohen, Mark Damon, Moshe Diamant, Diane Isaacs",Serge Colbert
17289,28311,Picture Claire,5.517,30,Released,2001-09-10,10002.0,91.0,,tt0263215,en,Picture Claire,"Quebec native Claire Beaucage has a one-night stand with a photographer of some renown. Despite the language barrier between them, he invites her to visit him in Toronto. She shows up on his doorstep after an arson attack leaves her homeless, but soon finds herself caught up in a case of murder and mistaken identity.",4.57,They've got the wrong woman… but she may not live long enough to prove it.,Thriller,"Serendipity Point Films, Alliance Atlantis","Canada, United States of America","Français, English","Peter Stebbings, Gary Reineke, Juliette Lewis, Callum Keith Rennie, Gina Gershon, Charmion King, Tracy Wright, Dean McDermott, Camilla Rutherford, Barbara Eve Harris, Mung-Ling Tsui, Charles Officer, L.J. Vasilantonakis, Richard Lee, Raoul Bhaneja, Normand Bissonnette, Kelly Harms, Pida Eliadis, Mickey Rourke, Micki Moore, Sonja Mills, Elena Kudaba, Ruby Son",Bruce McDonald,Mirosław Baszak,Semi Chellas,"Wendy Grean, Robert Lantos",Paul Haslinger
